non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
recomentation	recognition	0.8798756798756798	4	birbeck	-1	11	-1	2
recomigtion	recognition	0.9436363636363637	3	birbeck	0	17	-1	1
recomission	recognition	0.890909090909091	4	birbeck	-1	9	-1	1
recomition	recognition	0.8991919191919192	2	birbeck	-1	19	1	2
recommission	recognition	0.8787878787878788	4	birbeck	-1	7	-1	1
recommition	recognition	0.9272727272727274	2	birbeck	-1	12	2	3
reconation	recognition	0.9214141414141415	2	birbeck	0	7	0	10
recondation	recognition	0.905050505050505	3	birbeck	-1	11	-1	1
recondintion	recognition	0.9084848484848485	3	birbeck	4	8	-1	1
recondnition	recognition	0.9084848484848485	2	birbeck	4	8	-1	1
recongenions	recognition	0.8691919191919192	5	birbeck	-1	10	-1	1
recongintion	recognition	0.9287878787878787	3	birbeck	0	6	0	2
recongition	recognition	0.9818181818181818	2	birbeck	0	2	0	2
recongnetion	recognition	0.9084848484848485	2	birbeck	1	11	0	1
recongnition	recognition	0.9287878787878787	1	birbeck	0	5	0	1
reconigation	recognition	0.9651515151515152	3	birbeck	0	3	-1	1
reconigition	recognition	0.946969696969697	3	birbeck	0	6	0	2
reconisation	recognition	0.9484848484848484	3	birbeck	-1	6	-1	1
reconitation	recognition	0.9484848484848484	3	birbeck	-1	8	-1	2
reconitin	recognition	0.9636363636363636	2	birbeck	-1	7	1	2
reconition	recognition	0.9818181818181818	1	birbeck	0	2	1	2
reconization	recognition	0.9484848484848484	3	birbeck	-1	5	-1	1
reconnation	recognition	0.905050505050505	2	birbeck	2	7	1	3
reconnicion	recognition	0.9272727272727274	2	birbeck	-1	10	1	2
reconnissant	recognition	0.8537878787878789	5	birbeck	-1	11	-1	1
reconnistion	recognition	0.9084848484848485	2	birbeck	-1	8	1	2
reconnition	recognition	0.9636363636363636	1	birbeck	0	2	1	2
recoznition	recognition	0.9636363636363636	1	birbeck	0	4	0	1
recqunition	recognition	0.9151515151515153	2	birbeck	0	8	0	1
recudnition	recognition	0.9151515151515153	2	birbeck	3	16	1	2
recuigition	recognition	0.8632996632996633	3	birbeck	2	11	-1	1
recunestion	recognition	0.843560606060606	4	birbeck	-1	6	-1	1
reginition	recognition	0.8655892255892256	3	birbeck	3	13	-1	1
reginosion	recognition	0.8952188552188552	5	birbeck	0	18	-1	1
regnition	recognition	0.8626262626262626	2	birbeck	2	11	2	4
renition	recognition	0.8606060606060606	3	birbeck	-1	28	-1	1
reogination	recognition	0.9248484848484849	3	birbeck	2	12	-1	2
reckernis	recognize	0.7925925925925926	5	birbeck	-1	22	-1	1
recognise	recognize	0.9555555555555556	1	birbeck	1	5	0	1
recognises	recognize	0.9377777777777778	2	birbeck	1	5	-1	1
recongize	recognize	0.9777777777777777	2	birbeck	0	17	0	1
reconize	recognize	0.9777777777777777	1	birbeck	0	10	0	1
reccollect	recollect	0.9248148148148148	1	birbeck	2	9	0	1
recolect	recollect	0.9777777777777777	1	birbeck	0	9	0	1
recolection	recollection	0.9833333333333333	1	birbeck	0	8	0	1
reclections	recollections	0.9004662004662004	2	birbeck	4	8	-1	2
recolections	recollections	0.9846153846153847	1	birbeck	0	11	0	1
commend	recommend	0.8306878306878307	2	birbeck	-1	10	-1	1
recamente	recommend	0.8444444444444443	4	birbeck	13	22	-1	1
reccomend	recommend	0.9481481481481482	2	birbeck	0	12	0	1
reccommend	recommend	0.9766666666666667	1	birbeck	2	13	0	1
reccommended	recommend	0.9416666666666667	3	birbeck	3	9	-1	1
reccomnend	recommend	0.8982407407407408	2	birbeck	1	8	0	1
recemend	recommend	0.8856481481481482	2	birbeck	3	20	1	3
reckamend	recommend	0.8962962962962963	2	birbeck	1	19	0	1
recogmend	recommend	0.9555555555555556	1	birbeck	0	27	0	1
recomenand	recommend	0.9377777777777778	3	birbeck	0	6	-1	1
recomend	recommend	0.9777777777777777	1	birbeck	0	21	0	1
recomened	recommend	0.9555555555555556	2	birbeck	1	7	2	8
recommand	recommend	0.9555555555555556	1	birbeck	2	12	0	1
recommaned	recommend	0.9577777777777777	2	birbeck	0	8	0	4
recommed	recommend	0.9777777777777777	1	birbeck	0	31	0	1
recommendation	recommend	0.9285714285714286	5	birbeck	-1	6	-1	1
recommended	recommend	0.9636363636363636	2	birbeck	5	11	-1	1
recommened	recommend	0.98	1	birbeck	1	5	1	3
recommens	recommend	0.9555555555555556	1	birbeck	2	8	1	2
recomned	recommend	0.9527777777777777	2	birbeck	1	9	1	13
recomnend	recommend	0.9305555555555555	1	birbeck	1	8	0	1
recremend	recommend	0.8629629629629629	2	birbeck	1	12	1	2
renimation	recommend	0.6148148148148148	7	birbeck	-1	11	-1	1
rocommend	recommend	0.8958333333333333	1	birbeck	0	7	0	1
reccomendation	recommendation	0.9666666666666667	2	birbeck	0	6	0	1
reccommendation	recommendation	0.9844444444444445	1	birbeck	2	6	0	1
reccommengation	recommendation	0.9522222222222222	2	birbeck	0	9	0	1
reccomondation	recommendation	0.8750000000000001	3	birbeck	0	7	-1	1
recconmendation	recommendation	0.8804273504273504	2	birbeck	1	7	0	1
recemendation	recommendation	0.9292735042735042	2	birbeck	2	7	0	1
rechomandation	recommendation	0.9138888888888889	3	birbeck	0	9	-1	1
reckamendation	recommendation	0.8944444444444445	2	birbeck	0	6	0	1
reckemandation	recommendation	0.8944444444444445	3	birbeck	0	7	-1	1
reckomendation	recommendation	0.9666666666666667	2	birbeck	0	6	0	1
reckomending	recommendation	0.8944444444444445	6	birbeck	-1	8	-1	1
reckonmendation	recommendation	0.8804273504273504	2	birbeck	1	7	0	1
recogmendation	recommendation	0.9714285714285714	1	birbeck	0	7	0	1
recomandaion	recommendation	0.9222943722943723	3	birbeck	0	8	-1	1
recomandation	recommendation	0.9393772893772894	2	birbeck	0	7	0	1
recomation	recommendation	0.9028571428571429	4	birbeck	-1	9	-1	9
recomdmend	recommendation	0.8641269841269842	6	birbeck	-1	8	-1	1
recomendasion	recommendation	0.956043956043956	2	birbeck	0	6	0	1
recomendation	recommendation	0.9857142857142858	1	birbeck	0	6	0	1
recomendet	recommendation	0.9085714285714286	5	birbeck	-1	12	-1	1
recomendin	recommendation	0.9428571428571428	4	birbeck	1	11	-1	1
recomenendation	recommendation	0.9128937728937729	2	birbeck	0	7	0	1
recommandation	recommendation	0.956043956043956	1	birbeck	0	7	0	1
recommandment	recommendation	0.9227106227106228	6	birbeck	-1	7	-1	1
recommedation	recommendation	0.9395604395604396	1	birbeck	0	6	0	1
recommendations	recommendation	0.9866666666666667	1	birbeck	2	7	-1	1
recommendicate	recommendation	0.9261904761904762	5	birbeck	2	10	-1	1
recommentation	recommendation	0.956043956043956	1	birbeck	0	5	0	1
recomnadation	recommendation	0.9393772893772894	3	birbeck	0	7	-1	1
recomnendation	recommendation	0.9098901098901099	1	birbeck	0	7	0	1
recomnondation	recommendation	0.8928571428571429	2	birbeck	0	7	0	1
recomondation	recommendation	0.956043956043956	2	birbeck	0	7	0	1
reconemdation	recommendation	0.9703296703296703	3	birbeck	0	12	-1	1
reconmendation	recommendation	0.9098901098901099	1	birbeck	0	7	0	1
rexemindiation	recommendation	0.812987012987013	5	birbeck	6	8	-1	1
Recommdations	recommendations	0.8243589743589744	3	birbeck	-1	11	-1	1
Recommendations	recommendations	0.9555555555555556	1	birbeck	-1	7	0	1
reamdizens	recommendations	0.6944444444444445	9	birbeck	-1	11	-1	1
recamendations	recommendations	0.9163247863247863	2	birbeck	1	9	0	1
reccomadations	recommendations	0.8811111111111112	4	birbeck	0	9	-1	1
reccomendation	recommendations	0.9522222222222222	3	birbeck	1	6	-1	1
reccomendations	recommendations	0.9688888888888889	2	birbeck	0	7	0	1
reccommanditions	recommendations	0.9219444444444445	3	birbeck	1	6	-1	1
reccommedation	recommendations	0.8983760683760684	3	birbeck	-1	6	-1	1
reccommedations	recommendations	0.9188888888888889	2	birbeck	0	5	0	1
reccommendation	recommendations	0.9688888888888889	2	birbeck	3	6	-1	1
reccommendations	recommendations	0.9854166666666666	1	birbeck	2	7	0	1
reccommodations	recommendations	0.9198290598290599	3	birbeck	1	5	-1	1
reckamendation	recommendations	0.8811111111111112	3	birbeck	2	6	-1	1
reckamentation	recommendations	0.8453535353535354	4	birbeck	-1	3	-1	1
reckomendation	recommendations	0.9522222222222222	3	birbeck	1	6	-1	1
recmandation	recommendations	0.8971212121212121	4	birbeck	2	6	-1	1
recmondestions	recommendations	0.8624786324786325	5	birbeck	2	8	-1	1
recogmentation	recommendations	0.9147619047619048	3	birbeck	-1	2	-1	1
recomandations	recommendations	0.9436630036630037	2	birbeck	0	9	0	1
recomandition	recommendations	0.9112820512820513	4	birbeck	2	7	-1	1
recomdation	recommendations	0.8921212121212122	4	birbeck	-1	6	-1	1
recomdations	recommendations	0.91	3	birbeck	1	9	-1	1
recomedations	recommendations	0.9271794871794872	2	birbeck	0	10	0	1
recomendation	recommendations	0.9733333333333334	2	birbeck	1	6	-1	1
recomendations	recommendations	0.9866666666666667	1	birbeck	0	7	0	1
recomendent	recommendations	0.8951515151515151	6	birbeck	-1	19	-1	1
recomenidations	recommendations	0.9447619047619048	2	birbeck	0	7	0	1
recommadation	recommendations	0.9112820512820513	3	birbeck	-1	8	-1	1
recommaddation	recommendations	0.8980952380952382	3	birbeck	-1	8	-1	1
recommadion	recommendations	0.9103030303030303	5	birbeck	-1	10	-1	1
recommandations	recommendations	0.959047619047619	1	birbeck	0	8	0	1
recommdations	recommendations	0.9271794871794872	2	birbeck	0	11	0	1
recommedations	recommendations	0.9438095238095238	1	birbeck	0	9	0	1
recommedctions	recommendations	0.9282783882783883	2	birbeck	0	6	0	1
recommendation	recommendations	0.9866666666666667	1	birbeck	1	6	-1	1
recommenddation	recommendations	0.9733333333333334	2	birbeck	1	4	-1	1
recommenddations	recommendations	0.9874999999999999	1	birbeck	0	5	0	1
recommendtion	recommendations	0.9733333333333334	2	birbeck	1	5	-1	1
recommendtions	recommendations	0.9866666666666667	1	birbeck	0	6	0	1
recommondations	recommendations	0.9304761904761905	1	birbeck	0	6	0	1
recomnendiation	recommendations	0.8851282051282052	3	birbeck	3	7	-1	1
recomondations	recommendations	0.959047619047619	2	birbeck	0	9	0	1
recondations	recommendations	0.96	3	birbeck	-1	7	-1	1
reconmendations	recommendations	0.9161904761904762	1	birbeck	0	8	0	1
recremendations	recommendations	0.9198290598290599	2	birbeck	0	12	0	1
recunendate	recommendations	0.7983080808080808	7	birbeck	-1	9	-1	1
twenty	recommendations	0.5666666666666667	12	birbeck	-1	6	-1	1
recamended	recommended	0.9342424242424243	2	birbeck	2	8	0	1
reccomended	recommended	0.9575757575757576	2	birbeck	0	10	0	1
reccomendent	recommended	0.8992424242424243	4	birbeck	0	12	-1	1
reccommend	recommended	0.9342424242424243	3	birbeck	5	13	-1	1
reccommended	recommended	0.9805555555555555	1	birbeck	2	9	0	1
recemended	recommended	0.8823905723905724	2	birbeck	2	10	0	1
recemendent	recommended	0.8143939393939394	4	birbeck	3	5	-1	1
recemmendment	recommended	0.833929033929034	4	birbeck	-1	5	-1	1
reckamend	recommended	0.8632996632996633	4	birbeck	5	19	-1	1
reckamendaded	recommended	0.8598549598549599	4	birbeck	0	17	-1	1
reckcomended	recommended	0.9398989898989898	3	birbeck	0	10	-1	1
reckomend	recommended	0.9104377104377104	4	birbeck	4	12	-1	2
reclomended	recommended	0.9575757575757576	2	birbeck	0	5	0	1
reclomiclent	recommended	0.817929292929293	7	birbeck	-1	4	-1	1
recmendent	recommended	0.8896969696969697	4	birbeck	0	14	-1	1
recmonmend	recommended	0.8823905723905724	4	birbeck	4	7	-1	1
recogmended	recommended	0.9636363636363636	1	birbeck	0	12	0	1
recomandant	recommended	0.8545454545454545	5	birbeck	2	3	-1	1
recomeded	recommended	0.9636363636363636	2	birbeck	0	8	0	4
recomemented	recommended	0.9084848484848485	2	birbeck	1	11	1	2
recomend	recommended	0.9454545454545455	3	birbeck	3	21	-1	1
recomended	recommended	0.9818181818181818	1	birbeck	0	10	0	1
recomendend	recommended	0.9636363636363636	2	birbeck	0	12	0	1
recomendid	recommended	0.9436363636363637	2	birbeck	0	11	0	1
recomened	recommended	0.9414141414141414	2	birbeck	2	7	3	8
recommed	recommended	0.9454545454545455	3	birbeck	-1	31	-1	1
recommeded	recommended	0.9818181818181818	1	birbeck	0	5	0	1
recommend	recommended	0.9636363636363636	2	birbeck	5	12	-1	1
recommendant	recommended	0.9136363636363637	3	birbeck	5	7	-1	1
recommendent	recommended	0.9484848484848484	2	birbeck	0	3	0	2
recommending	recommended	0.9136363636363637	3	birbeck	-1	5	-1	1
recommened	recommended	0.9618181818181818	1	birbeck	2	5	2	3
recommented	recommended	0.9436363636363637	1	birbeck	4	8	1	2
recomnded	recommended	0.9414141414141414	2	birbeck	0	13	0	7
recomnend	recommended	0.8982323232323232	3	birbeck	4	8	-1	1
rectmenton	recommended	0.8006060606060607	5	birbeck	-1	27	-1	1
recumended	recommended	0.9342424242424243	2	birbeck	0	10	0	1
recummed	recommended	0.8859848484848485	4	birbeck	-1	14	-1	4
recamending	recommending	0.9398989898989898	2	birbeck	2	8	0	1
reccomending	recommending	0.961111111111111	2	birbeck	0	8	0	1
reccominding	recommending	0.898888888888889	3	birbeck	1	15	-1	1
reccommding	recommending	0.9165656565656566	3	birbeck	0	6	-1	1
reccommending	recommending	0.9820512820512821	1	birbeck	2	8	0	1
recconending	recommending	0.8755555555555556	3	birbeck	1	5	-1	1
reckamening	recommending	0.8992424242424243	3	birbeck	2	9	-1	1
reckmending	recommending	0.9398989898989898	2	birbeck	0	7	0	1
reckomending	recommending	0.961111111111111	2	birbeck	0	8	0	1
recogmending	recommending	0.9666666666666666	1	birbeck	0	11	0	1
recomanding	recommending	0.9484848484848484	2	birbeck	1	11	1	2
recomding	recommending	0.9277777777777778	3	birbeck	1	14	-1	1
recomend	recommending	0.9333333333333333	4	birbeck	-1	21	-1	1
recomending	recommending	0.9833333333333333	1	birbeck	0	8	0	1
recominding	recommending	0.9284848484848485	2	birbeck	1	15	2	3
recommanding	recommending	0.9666666666666666	1	birbeck	2	8	0	1
recommeding	recommending	0.9651515151515152	1	birbeck	0	5	0	1
recommend	recommending	0.95	3	birbeck	6	12	-1	1
recommended	recommending	0.9136363636363637	3	birbeck	-1	11	-1	1
recommerding	recommending	0.9484848484848484	1	birbeck	1	4	0	1
recomminding	recommending	0.9484848484848484	1	birbeck	0	6	0	1
recomming	recommending	0.9277777777777778	3	birbeck	-1	25	-1	11
recomondening	recommending	0.9162004662004662	4	birbeck	1	11	-1	1
recomonding	recommending	0.9484848484848484	2	birbeck	0	11	0	1
remmaction	recommending	0.6972222222222223	7	birbeck	-1	15	-1	4
recompence	recompense	0.96	1	birbeck	0	5	1	2
reconnet	reconnect	0.9777777777777777	1	birbeck	2	21	0	1
rocords	records	0.8642857142857143	1	birbeck	6	57	0	1
recuver	recover	0.9333333333333333	1	birbeck	1	26	0	1
recofey	recovery	0.9214285714285715	2	birbeck	0	23	0	3
reccreation	recreation	0.9787878787878788	1	birbeck	2	11	0	1
recriation	recreation	0.9377777777777778	1	birbeck	0	10	0	1
reoccur	recur	0.9238095238095239	2	birbeck	4	8	-1	1
rad	red	0.7777777777777777	1	birbeck	13	50	-1	1
redecoraton	redecoration	0.9833333333333333	1	birbeck	0	3	0	1
reduse	reduce	0.9333333333333333	1	birbeck	4	37	1	3
redundent	redundant	0.9555555555555556	1	birbeck	0	5	0	1
refere	refer	0.9666666666666667	1	birbeck	3	18	1	4
referance	reference	0.9305555555555555	1	birbeck	0	15	0	1
refereence	reference	0.9577777777777777	1	birbeck	0	14	0	1
refernce	reference	0.9527777777777777	1	birbeck	0	35	0	1
refference	reference	0.9766666666666667	1	birbeck	0	11	0	1
rference	reference	0.8541666666666666	1	birbeck	0	12	0	1
refernces	references	0.9577777777777777	1	birbeck	0	16	0	1
preferred	referred	0.9629629629629629	1	birbeck	5	8	-1	1
refeard	referred	0.9214285714285715	2	birbeck	2	27	-1	1
refeared	referred	0.95	1	birbeck	4	13	0	1
refer	referred	0.925	3	birbeck	-1	18	-1	1
referd	referred	0.95	2	birbeck	2	20	-1	2
refered	referred	0.975	1	birbeck	3	6	1	4
referrred	referred	0.9777777777777777	1	birbeck	0	8	0	1
reffered	referred	0.9416666666666667	2	birbeck	2	7	2	12
refferred	referred	0.9740740740740741	1	birbeck	0	9	0	1
reffored	referred	0.8444444444444444	2	birbeck	8	16	4	5
refired	referred	0.8694444444444446	2	birbeck	17	27	-1	5
refirred	referred	0.9083333333333333	1	birbeck	2	25	0	1
refured	referred	0.8694444444444446	2	birbeck	14	23	-1	2
erffering	referring	0.8842592592592592	3	birbeck	2	14	-1	5
reafing	referring	0.873015873015873	4	birbeck	-1	36	-1	7
reeferign	referring	0.874074074074074	4	birbeck	2	5	-1	1
refearing	referring	0.9555555555555556	1	birbeck	2	13	0	2
refereing	referring	0.9555555555555556	1	birbeck	1	7	1	2
refering	referring	0.9777777777777777	1	birbeck	0	9	0	2
referinig	referring	0.9555555555555556	2	birbeck	0	7	0	2
referred	referring	0.8833333333333333	3	birbeck	-1	11	-1	1
referrings	referring	0.98	1	birbeck	2	21	0	1
reffering	referring	0.9481481481481482	2	birbeck	1	17	1	10
refferring	referring	0.9766666666666667	1	birbeck	0	9	0	1
reffring	referring	0.9189814814814814	2	birbeck	1	22	-1	1
refing	referring	0.9222222222222222	3	birbeck	-1	11	-1	3
refiring	referring	0.8856481481481482	2	birbeck	12	26	-1	5
refreaing	referring	0.9189814814814814	3	birbeck	4	8	5	11
refuing	referring	0.888888888888889	3	birbeck	-1	18	-1	3
refuring	referring	0.9189814814814814	2	birbeck	3	19	-1	2
refurring	referring	0.9481481481481482	1	birbeck	2	16	0	2
remfeminc	referring	0.8222222222222222	4	birbeck	-1	6	-1	1
revering	referring	0.9074074074074073	2	birbeck	11	21	-1	1
reviring	referring	0.8	3	birbeck	18	21	-1	7
aquashment	refreshment	0.604040404040404	5	birbeck	-1	7	-1	1
eefrsment	refreshment	0.9023569023569024	3	birbeck	0	14	-1	1
freshmean	refreshment	0.747053872053872	4	birbeck	-1	4	-1	2
reacmer	refreshment	0.6562770562770562	7	birbeck	-1	25	-1	1
reafasmeant	refreshment	0.8212121212121212	5	birbeck	-1	8	-1	1
reafestmet	refreshment	0.8406060606060606	4	birbeck	-1	27	-1	1
reafrehment	refreshment	0.9515151515151515	2	birbeck	0	9	0	1
reafreshment	refreshment	0.9777777777777777	1	birbeck	0	4	0	1
reafrment	refreshment	0.8643097643097643	4	birbeck	1	10	-1	1
reanfermad	refreshment	0.6595959595959596	8	birbeck	-1	6	-1	1
reefreshrefrenm	refreshment	0.694949494949495	6	birbeck	-1	0	-1	1
refemt	refreshment	0.8338383838383838	5	birbeck	-1	20	-1	20
referchment	refreshment	0.9342424242424243	3	birbeck	0	6	0	1
refeshment	refreshment	0.9787878787878788	1	birbeck	0	6	0	1
refeshmets	refreshment	0.9342424242424243	3	birbeck	-1	16	-1	1
refeshmont	refreshment	0.9342424242424243	2	birbeck	0	12	0	1
refesiment	refreshment	0.9342424242424243	2	birbeck	-1	8	0	1
refesment	refreshment	0.9575757575757576	2	birbeck	-1	8	0	5
refesmut	refreshment	0.8859848484848485	4	birbeck	-1	8	-1	1
refestment	refreshment	0.9342424242424243	2	birbeck	0	11	0	3
reffreshment	refreshment	0.9805555555555555	1	birbeck	0	4	0	1
refleshment	refreshment	0.9575757575757576	1	birbeck	0	12	0	1
refrastment	refreshment	0.882828282828283	2	birbeck	2	8	0	1
refreashent	refreshment	0.9636363636363636	2	birbeck	0	4	0	1
refreashment	refreshment	0.9833333333333333	1	birbeck	0	4	0	1
refrechment	refreshment	0.9636363636363636	1	birbeck	0	5	0	1
refrecment	refreshment	0.9436363636363637	2	birbeck	0	17	0	1
refreeshment	refreshment	0.946969696969697	1	birbeck	0	4	0	1
refreme	refreshment	0.9272727272727272	4	birbeck	-1	17	-1	4
refrement	refreshment	0.9636363636363636	2	birbeck	0	9	0	8
refremit	refreshment	0.9022727272727272	4	birbeck	-1	10	-1	1
refremut	refreshment	0.9022727272727272	4	birbeck	-1	8	-1	1
refreschment	refreshment	0.9833333333333333	1	birbeck	0	5	0	1
refreshement	refreshment	0.9651515151515152	1	birbeck	0	4	0	1
refreshemt	refreshment	0.9618181818181818	2	birbeck	0	4	0	5
refreshmant	refreshment	0.9636363636363636	1	birbeck	0	7	0	1
refreshmat	refreshment	0.9436363636363637	2	birbeck	2	10	0	1
refreshmeant	refreshment	0.9833333333333333	1	birbeck	2	6	0	1
refreshmen	refreshment	0.9818181818181818	1	birbeck	2	16	0	1
refreshment	refreshment	1.0	0	birbeck	0	4	0	1
refreshments	refreshment	0.9833333333333333	1	birbeck	2	4	-1	1
refreshmernt	refreshment	0.9833333333333333	1	birbeck	0	4	0	1
refreshmet	refreshment	0.9818181818181818	1	birbeck	2	8	0	1
refreshmint	refreshment	0.9636363636363636	1	birbeck	2	7	0	1
refresmen	refreshment	0.9636363636363636	2	birbeck	0	23	0	4
refresment	refreshment	0.9818181818181818	1	birbeck	0	9	0	1
refressmant	refreshment	0.9272727272727274	2	birbeck	0	14	0	1
refressment	refreshment	0.9636363636363636	1	birbeck	0	6	0	1
refressmunt	refreshment	0.9272727272727274	2	birbeck	0	12	0	1
refrestment	refreshment	0.9236363636363636	1	birbeck	0	6	0	1
refrestmert	refreshment	0.905050505050505	2	birbeck	-1	13	0	1
refrheshment	refreshment	0.9651515151515152	1	birbeck	0	4	0	1
refrickment	refreshment	0.865909090909091	3	birbeck	3	12	-1	1
refrshment	refreshment	0.9418181818181818	1	birbeck	1	5	0	1
refrshmint	refreshment	0.9436363636363637	2	birbeck	0	6	0	1
refruesment	refreshment	0.9636363636363636	2	birbeck	0	11	0	1
refshment	refreshment	0.9057239057239058	2	birbeck	1	7	0	1
rement	refreshment	0.5909090909090909	5	birbeck	-1	29	-1	7
remfehment	refreshment	0.9248484848484849	3	birbeck	-1	11	-1	1
repemt	refreshment	0.6767676767676768	6	birbeck	-1	6	-1	2
rephreshment	refreshment	0.877979797979798	2	birbeck	0	5	0	1
reram	refreshment	0.776969696969697	7	birbeck	-1	26	-1	3
rereashment	refreshment	0.9515151515151515	2	birbeck	0	5	0	1
rerreshment	refreshment	0.9515151515151515	1	birbeck	0	5	0	1
resafmat	refreshment	0.7676767676767677	7	birbeck	-1	4	-1	1
resment	refreshment	0.8649350649350649	4	birbeck	-1	20	-1	1
rethmente	refreshment	0.7976430976430976	5	birbeck	-1	13	-1	1
rethrament	refreshment	0.8072727272727274	5	birbeck	-1	17	-1	1
rethrement	refreshment	0.8952188552188552	4	birbeck	-1	8	-1	1
reyfrsmont	refreshment	0.8739393939393939	4	birbeck	0	14	-1	1
rflash	refreshment	0.6767676767676768	7	birbeck	-1	11	-1	1
riefreshmet	refreshment	0.9454545454545455	2	birbeck	0	6	0	1
rifreshment	refreshment	0.8554545454545455	1	birbeck	1	5	0	1
rirme	refreshment	0.6378787878787878	7	birbeck	-1	53	-1	1
urfreshment	refreshment	0.8393939393939394	2	birbeck	1	7	0	1
frigarator	refrigerator	0.7351851851851853	3	birbeck	3	8	-1	1
friquited	refrigerator	0.5240740740740741	8	birbeck	-1	14	-1	2
refergator	refrigerator	0.8911111111111111	4	birbeck	-1	21	-1	1
refergiator	refrigerator	0.9169191919191918	4	birbeck	-1	25	-1	1
refergior	refrigerator	0.8898148148148148	5	birbeck	-1	12	-1	1
referigerater	refrigerator	0.9022338772338773	2	birbeck	0	6	0	4
referigerator	refrigerator	0.9431623931623931	1	birbeck	0	6	0	1
refidualetor	refrigerator	0.8314814814814815	6	birbeck	-1	12	-1	1
refigator	refrigerator	0.8638888888888888	3	birbeck	-1	19	-1	1
refigerator	refrigerator	0.8957070707070707	1	birbeck	0	4	0	1
refigorator	refrigerator	0.8932323232323233	2	birbeck	0	4	0	1
refigrator	refrigerator	0.8911111111111111	2	birbeck	0	7	0	1
refiguater	refrigerator	0.8664814814814815	4	birbeck	-1	19	-1	1
refirarator	refrigerator	0.8932323232323233	3	birbeck	0	4	-1	1
refirgator	refrigerator	0.8911111111111111	4	birbeck	-1	17	-1	1
reflagerator	refrigerator	0.8755555555555556	2	birbeck	1	3	0	1
refredgator	refrigerator	0.8884848484848485	4	birbeck	1	10	-1	1
refrediator	refrigerator	0.8884848484848485	4	birbeck	-1	23	-1	1
refreduater	refrigerator	0.8537878787878789	5	birbeck	-1	14	-1	1
refreduator	refrigerator	0.8691919191919192	4	birbeck	-1	24	-1	1
refredurator	refrigerator	0.9333333333333333	3	birbeck	0	6	-1	1
refregarator	refrigerator	0.9303030303030303	2	birbeck	0	6	0	1
refregator	refrigerator	0.9066666666666666	3	birbeck	1	7	-1	1
refregeaters	refrigerator	0.8555555555555555	4	birbeck	13	29	-1	1
refregerator	refrigerator	0.9484848484848484	1	birbeck	0	6	0	1
refregerators	refrigerator	0.9343822843822843	2	birbeck	2	4	-1	1
refregiator	refrigerator	0.9287878787878787	3	birbeck	0	8	-1	1
refregirator	refrigerator	0.9833333333333333	2	birbeck	0	6	0	1
refregitor	refrigerator	0.9266666666666667	4	birbeck	0	11	-1	1
refregrator	refrigerator	0.9651515151515152	2	birbeck	0	6	0	1
refregritator	refrigerator	0.9512820512820512	4	birbeck	0	6	-1	1
refregurator	refrigerator	0.9484848484848484	2	birbeck	0	6	0	1
refreigator	refrigerator	0.9287878787878787	3	birbeck	0	8	-1	1
refreigiator	refrigerator	0.9121212121212121	3	birbeck	0	6	-1	1
refriderator	refrigerator	0.9666666666666666	1	birbeck	0	6	0	1
refridgarator	refrigerator	0.9343822843822843	2	birbeck	0	6	0	1
refridgator	refrigerator	0.9084848484848485	3	birbeck	0	11	-1	1
refridgeator	refrigerator	0.9303030303030303	2	birbeck	0	6	0	1
refridger	refrigerator	0.9111111111111111	5	birbeck	-1	4	-1	1
refridgerater	refrigerator	0.9525641025641025	2	birbeck	1	4	3	4
refridgerator	refrigerator	0.9846153846153847	1	birbeck	0	6	0	1
refridgetor	refrigerator	0.9284848484848485	3	birbeck	0	11	-1	1
refridgirater	refrigerator	0.9162004662004662	3	birbeck	0	4	-1	1
refridgrator	refrigerator	0.9666666666666666	2	birbeck	0	6	0	1
refridguator	refrigerator	0.8933333333333334	3	birbeck	0	9	-1	1
refridiator	refrigerator	0.8691919191919192	3	birbeck	-1	20	-1	1
refriduatr	refrigerator	0.8683333333333334	4	birbeck	3	8	-1	1
refriegator	refrigerator	0.9287878787878787	2	birbeck	0	6	0	1
refriegerator	refrigerator	0.967948717948718	1	birbeck	0	6	0	1
refrierator	refrigerator	0.9833333333333333	1	birbeck	0	6	0	1
refrigarater	refrigerator	0.9484848484848484	2	birbeck	0	6	0	4
refrigarator	refrigerator	0.9484848484848484	1	birbeck	0	6	0	1
refrigator	refrigerator	0.9266666666666667	2	birbeck	0	8	0	1
refrigderator	refrigerator	0.9846153846153847	1	birbeck	0	6	0	1
refrigeater	refrigerator	0.9284848484848485	2	birbeck	1	4	3	4
refrigeator	refrigerator	0.946969696969697	1	birbeck	0	6	0	1
refrigedator	refrigerator	0.9303030303030303	1	birbeck	1	6	0	1
refrigeratar	refrigerator	0.9666666666666666	1	birbeck	0	8	0	1
refrigerate	refrigerator	0.9484848484848484	2	birbeck	4	5	-1	1
refrigerater	refrigerator	0.9666666666666666	1	birbeck	1	6	3	4
refrigeratior	refrigerator	0.9846153846153847	1	birbeck	0	2	0	2
refrigerators	refrigerator	0.9846153846153847	1	birbeck	2	4	-1	1
refrigerter	refrigerator	0.9484848484848484	2	birbeck	1	14	3	4
refrigertor	refrigerator	0.9833333333333333	1	birbeck	0	4	0	1
